,Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
1420,39,Female,79643,Doctorate,Married,1,Owned,High
1421,53,Male,142368,Master's Degree,Single,0,Owned,High
1422,55,Female,147805,Master's Degree,Married,2,Owned,High
1423,31,Female,37659,Associate's Degree,Single,0,Rented,Low
1424,27,Female,25803,High School Diploma,Single,0,Rented,Low
1425,44,Male,71627,Bachelor's Degree,Married,1,Owned,High
1426,51,Female,91887,Doctorate,Married,2,Owned,High
1427,26,Female,15329,Associate's Degree,Single,0,Rented,Low
1428,40,Female,113274,Doctorate,Married,1,Owned,High
1429,26,Female,33490,Bachelor's Degree,Single,0,Rented,Low
1430,54,Male,119895,Bachelor's Degree,Single,0,Owned,High
1431,32,Female,16639,Bachelor's Degree,Single,0,Rented,Low
1432,47,Male,135990,Master's Degree,Married,1,Owned,High
1433,45,Female,88740,Bachelor's Degree,Married,1,Owned,High
1434,36,Female,63828,High School Diploma,Single,0,Rented,Average
1435,32,Female,41139,Bachelor's Degree,Single,0,Rented,Low
1436,28,Female,29019,High School Diploma,Single,0,Rented,Average
1437,50,Female,67378,Bachelor's Degree,Married,1,Owned,High
1438,31,Female,61783,Associate's Degree,Single,0,Rented,Average
1439,25,Male,42489,Associate's Degree,Single,0,Rented,Average
1440,30,Male,48607,Associate's Degree,Single,0,Rented,High
1441,51,Male,92160,Bachelor's Degree,Single,0,Owned,High
1442,48,Female,30356,Doctorate,Married,0,Owned,High
1443,51,Female,109649,Doctorate,Married,0,Owned,High
1444,50,Male,100741,Master's Degree,Married,1,Owned,High
1445,29,Female,99741,Doctorate,Single,1,Owned,High
1446,50,Female,78495,Doctorate,Married,3,Owned,High
1447,31,Female,35759,High School Diploma,Single,0,Rented,Low
1448,32,Male,55581,Associate's Degree,Single,0,Rented,Average
1449,33,Male,31229,Associate's Degree,Single,0,Rented,Average
1450,34,Female,48413,Bachelor's Degree,Married,0,Owned,High
1451,48,Female,150442,Master's Degree,Married,1,Owned,High
1452,51,Male,86279,Doctorate,Married,1,Owned,High
1453,48,Male,111965,Bachelor's Degree,Single,0,Owned,High
1454,47,Male,123096,Doctorate,Married,1,Owned,High
1455,49,Female,115103,Bachelor's Degree,Married,1,Owned,High
1456,31,Male,54613,Bachelor's Degree,Single,0,Rented,Average
1457,27,Male,52731,Associate's Degree,Single,0,Rented,Average
1458,44,Male,58304,Doctorate,Married,0,Owned,High
1459,26,Female,41663,High School Diploma,Single,0,Rented,Average
1460,32,Male,59758,High School Diploma,Single,0,Owned,Low
1461,33,Female,32365,High School Diploma,Single,0,Rented,Low
1462,51,Female,56917,Doctorate,Married,1,Owned,High
1463,33,Female,48462,High School Diploma,Single,0,Rented,Low
1464,26,Female,24331,High School Diploma,Single,0,Owned,High
1465,28,Female,23734,Associate's Degree,Single,0,Rented,Low
1466,21,Female,17833,Associate's Degree,Single,0,Rented,Low
1467,28,Male,50652,Associate's Degree,Single,0,Rented,Average
1468,45,Female,69024,Doctorate,Married,3,Owned,High
1469,48,Male,135596,Master's Degree,Married,2,Owned,High
1470,29,Female,58953,Associate's Degree,Single,0,Rented,Average
1471,26,Male,76628,High School Diploma,Single,0,Rented,Average
1472,30,Male,79628,Bachelor's Degree,Single,0,Rented,Average
1473,45,Male,141675,Master's Degree,Married,1,Owned,High
1474,28,Female,23090,High School Diploma,Single,0,Rented,Low
1475,46,Female,86913,Doctorate,Married,1,Owned,High
1476,30,Male,72933,Associate's Degree,Single,0,Rented,Average
1477,28,Female,37639,Bachelor's Degree,Single,0,Rented,Low
1478,33,Female,75937,Doctorate,Married,0,Owned,High
1479,46,Female,129767,Doctorate,Married,1,Owned,High
1480,24,Female,16350,High School Diploma,Single,0,Rented,Low
1481,52,Male,133620,Doctorate,Married,2,Owned,High
1482,30,Male,84565,Associate's Degree,Single,0,Owned,High
1483,31,Female,52278,Associate's Degree,Single,0,Rented,Low
1484,45,Male,115219,Master's Degree,Married,0,Owned,High
1485,45,Female,125567,Doctorate,Married,1,Owned,High
1486,26,Female,44548,Associate's Degree,Single,0,Rented,Low
1487,48,Female,116294,Bachelor's Degree,Married,2,Owned,High
1488,51,Male,126385,Master's Degree,Married,1,Owned,High
1489,41,Male,112192,High School Diploma,Single,0,Owned,High
1490,47,Male,113790,Bachelor's Degree,Married,0,Owned,High
1491,47,Male,148240,High School Diploma,Single,0,Rented,Average
1492,25,Female,10907,Associate's Degree,Single,0,Rented,Low
1493,28,Female,53045,High School Diploma,Single,0,Rented,High
1494,47,Female,78911,Master's Degree,Married,3,Owned,High
1495,34,Female,47094,Associate's Degree,Single,0,Rented,Average
1496,34,Female,87030,Master's Degree,Married,0,Owned,High
1497,26,Male,43356,Bachelor's Degree,Single,0,Rented,Low
1498,28,Female,32786,Associate's Degree,Single,0,Rented,Low
1499,50,Male,132760,Master's Degree,Married,2,Owned,High
1500,28,Female,56487,High School Diploma,Single,0,Rented,Average
1501,30,Male,70427,Associate's Degree,Single,0,Rented,Low
1502,24,Female,50670,Associate's Degree,Single,0,Rented,Average
1503,32,Male,79916,Bachelor's Degree,Single,0,Rented,High
1504,55,Male,160730,Master's Degree,Married,1,Owned,High
1505,28,Female,66380,Associate's Degree,Single,0,Rented,Average
1506,31,Female,39665,High School Diploma,Single,0,Rented,Low
1507,33,Male,31252,Bachelor's Degree,Single,0,Rented,High
1508,45,Male,95431,Doctorate,Married,1,Owned,High
1509,35,Male,124241,Associate's Degree,Single,0,Owned,High
1510,32,Female,43059,Doctorate,Married,0,Owned,High
1511,48,Male,107198,Master's Degree,Married,2,Owned,High
1512,44,Female,105360,Bachelor's Degree,Married,1,Owned,High
1513,32,Male,125059,Bachelor's Degree,Married,0,Owned,High
1514,31,Female,24905,High School Diploma,Single,0,Rented,Low
1515,49,Male,112485,Bachelor's Degree,Married,1,Owned,High
1516,46,Male,100404,Doctorate,Married,0,Owned,High
1517,28,Female,48651,High School Diploma,Single,0,Rented,Average
1518,40,Male,116594,Master's Degree,Married,0,Owned,High
1519,25,Female,33231,Associate's Degree,Single,0,Rented,Average
1520,34,Male,132830,Master's Degree,Single,0,Owned,High
1521,28,Female,25598,High School Diploma,Single,0,Rented,High
1522,49,Male,136571,Master's Degree,Married,2,Owned,High
1523,47,Male,78638,Master's Degree,Married,0,Owned,High
1524,25,Female,8241,Associate's Degree,Single,0,Rented,Low
1525,24,Female,48250,High School Diploma,Single,0,Rented,Low
1526,45,Female,60643,Master's Degree,Married,1,Owned,High
1527,46,Female,108073,Doctorate,Married,0,Owned,High
1528,28,Female,23799,Associate's Degree,Single,0,Rented,Average
1529,25,Female,37531,Bachelor's Degree,Single,2,Rented,Average
1530,24,Female,41971,High School Diploma,Single,0,Rented,Low
1531,46,Male,106736,High School Diploma,Married,3,Owned,High
1532,28,Female,29566,High School Diploma,Single,0,Rented,Low
1533,45,Female,52344,Doctorate,Married,1,Owned,High
1534,47,Female,72588,Doctorate,Married,1,Owned,High
1535,30,Female,44026,High School Diploma,Single,0,Owned,High
1536,42,Male,104367,Master's Degree,Married,1,Owned,High
1537,52,Female,113260,Master's Degree,Married,1,Owned,High
1538,32,Female,43065,Bachelor's Degree,Single,0,Rented,Low
1539,37,Male,133337,High School Diploma,Single,0,Owned,High
1540,39,Male,87864,Doctorate,Married,2,Owned,High
1541,47,Male,124312,Master's Degree,Married,2,Owned,High
1542,28,Female,26927,Bachelor's Degree,Single,0,Rented,Low
1543,29,Male,49489,Associate's Degree,Single,0,Rented,Average
1544,50,Female,150309,Doctorate,Married,2,Owned,High
1545,31,Female,23562,Associate's Degree,Single,0,Rented,Average
1546,31,Male,87323,Bachelor's Degree,Single,0,Owned,High
1547,50,Male,110069,Master's Degree,Married,1,Owned,High
1548,57,Male,145734,Master's Degree,Single,0,Owned,High
1549,48,Male,148367,Master's Degree,Married,0,Owned,High
1550,51,Male,93480,Master's Degree,Married,2,Owned,High
1551,50,Female,107159,Master's Degree,Married,1,Owned,High
1552,27,Female,46728,High School Diploma,Married,1,Owned,High
1553,54,Male,120567,Master's Degree,Single,0,Owned,High
1554,51,Female,110643,Master's Degree,Married,1,Owned,High
1555,49,Male,81578,Doctorate,Married,1,Owned,High
1556,50,Male,138280,Master's Degree,Married,1,Owned,High
1557,52,Female,86136,Doctorate,Married,1,Owned,High
1558,43,Female,139374,Master's Degree,Married,1,Owned,High
1559,25,Female,27991,High School Diploma,Single,0,Rented,Low
1560,39,Male,102370,High School Diploma,Married,0,Owned,High
1561,27,Female,42910,High School Diploma,Single,0,Rented,Low
1562,50,Male,119400,Master's Degree,Married,0,Owned,High
1563,28,Female,84576,Doctorate,Married,1,Owned,High
1564,28,Female,16290,Associate's Degree,Single,0,Rented,Average
1565,32,Male,54273,Associate's Degree,Single,0,Rented,Average
1566,26,Female,21329,Master's Degree,Single,0,Rented,Low
1567,46,Male,80269,Doctorate,Single,0,Owned,High
1568,39,Female,141480,Doctorate,Married,0,Owned,High
1569,28,Male,30542,High School Diploma,Single,0,Rented,Low
1570,33,Male,92659,Bachelor's Degree,Single,0,Owned,High
1571,30,Female,30536,Associate's Degree,Single,0,Rented,Low
1572,28,Male,41862,Associate's Degree,Single,0,Rented,Average
1573,27,Female,108040,Doctorate,Married,1,Owned,High
1574,52,Female,100462,Master's Degree,Married,1,Owned,High
1575,28,Female,104829,Bachelor's Degree,Married,2,Owned,High
1576,44,Female,79948,Doctorate,Married,2,Owned,High
1577,52,Female,41307,Doctorate,Married,1,Owned,High
1578,33,Female,58313,High School Diploma,Single,0,Rented,Low
1579,29,Female,42826,Associate's Degree,Single,0,Rented,Average
1580,25,Female,24734,Associate's Degree,Single,0,Rented,Low
1581,34,Female,25087,High School Diploma,Single,0,Owned,High
1582,36,Female,49631,Bachelor's Degree,Single,0,Rented,Average
1583,47,Male,110415,Master's Degree,Married,0,Owned,High
1584,55,Male,85009,Bachelor's Degree,Single,0,Rented,High
1585,32,Male,147881,Bachelor's Degree,Single,1,Owned,High
1586,29,Female,25790,Associate's Degree,Single,0,Rented,Average
1587,46,Female,150534,Bachelor's Degree,Married,1,Owned,High
1588,34,Female,57256,Doctorate,Married,0,Owned,High
1589,25,Female,31061,High School Diploma,Single,0,Rented,Low
1590,32,Female,36058,Bachelor's Degree,Single,0,Rented,Average
1591,46,Female,74798,Doctorate,Married,1,Owned,High
1592,35,Male,56060,Bachelor's Degree,Single,0,Rented,Average
1593,33,Male,70657,Bachelor's Degree,Single,0,Rented,High
1594,25,Female,30691,Bachelor's Degree,Single,0,Rented,Average
1595,30,Female,55922,High School Diploma,Single,0,Rented,Low
1596,42,Female,100481,Doctorate,Married,1,Owned,High
1597,26,Female,53087,Associate's Degree,Single,0,Rented,Average
1598,28,Female,44223,Bachelor's Degree,Single,0,Rented,Average
1599,44,Female,53333,Bachelor's Degree,Single,0,Owned,Average
1600,44,Female,71227,Doctorate,Married,1,Owned,High
1601,46,Female,160424,Doctorate,Single,1,Owned,High
1602,28,Female,24929,Associate's Degree,Single,0,Rented,Average
1603,47,Female,113181,Doctorate,Married,0,Owned,High
1604,24,Female,32044,Bachelor's Degree,Single,0,Rented,Low
1605,47,Female,129859,Doctorate,Married,1,Owned,High
1606,39,Male,54331,High School Diploma,Single,0,Owned,Average
1607,49,Male,147254,Doctorate,Married,2,Owned,High
1608,48,Female,66507,Doctorate,Married,0,Owned,High
1609,45,Female,104355,Master's Degree,Married,1,Owned,High
1610,49,Male,88575,Master's Degree,Married,2,Owned,High
1611,50,Male,92536,Master's Degree,Married,2,Owned,High
1612,30,Female,40494,Associate's Degree,Single,0,Rented,Average
1613,30,Female,58223,Associate's Degree,Single,0,Rented,Average
1614,24,Female,63485,Bachelor's Degree,Single,0,Owned,High
1615,36,Male,112750,Bachelor's Degree,Single,0,Owned,High
1616,51,Female,71254,Bachelor's Degree,Married,1,Owned,High
1617,31,Female,47422,Associate's Degree,Single,0,Rented,Low
1618,48,Male,128302,Master's Degree,Married,1,Owned,High
1619,49,Female,82301,Doctorate,Married,2,Owned,High
1620,28,Female,50531,High School Diploma,Single,0,Rented,Low
1621,31,Female,60424,Associate's Degree,Single,2,Rented,Low
1622,33,Female,32837,High School Diploma,Single,0,Rented,Low
1623,26,Female,31163,High School Diploma,Single,0,Rented,Low
1624,32,Female,84904,Bachelor's Degree,Single,0,Owned,High
1625,48,Male,139090,Master's Degree,Single,0,Owned,High
1626,32,Female,30693,High School Diploma,Single,0,Owned,High
1627,53,Male,86960,Doctorate,Married,3,Owned,High
1628,34,Male,119669,Bachelor's Degree,Married,1,Owned,High
1629,28,Male,104628,Associate's Degree,Single,0,Rented,Average
1630,31,Female,89113,Doctorate,Married,0,Owned,High
1631,46,Female,142930,High School Diploma,Married,2,Owned,High
1632,27,Male,44515,Doctorate,Single,0,Owned,High
1633,34,Female,52819,High School Diploma,Single,0,Owned,High
1634,53,Male,97613,Doctorate,Married,2,Owned,High
1635,25,Female,69587,Doctorate,Married,1,Owned,High
1636,48,Female,115500,Doctorate,Married,2,Owned,High
1637,31,Male,62822,Associate's Degree,Single,0,Rented,Average
1638,33,Female,41336,High School Diploma,Single,0,Rented,Average
1639,53,Female,29857,Bachelor's Degree,Married,1,Owned,High
1640,48,Female,114967,Doctorate,Married,0,Owned,High
1641,51,Male,68685,Bachelor's Degree,Single,0,Owned,High
1642,45,Male,94385,Master's Degree,Single,0,Owned,High
1643,29,Female,49072,High School Diploma,Single,0,Rented,Average
1644,44,Female,122735,Bachelor's Degree,Married,0,Owned,High
1645,28,Female,56819,Associate's Degree,Single,0,Rented,Average
1646,26,Male,54103,Associate's Degree,Single,0,Rented,Average
1647,29,Female,45717,High School Diploma,Single,0,Rented,High
1648,43,Male,88141,Bachelor's Degree,Single,1,Owned,High
1649,28,Male,65962,High School Diploma,Single,0,Rented,Low
1650,49,Female,101129,Doctorate,Married,2,Owned,High
1651,27,Female,93474,High School Diploma,Single,0,Rented,Low
1652,48,Female,112046,Master's Degree,Married,2,Owned,High
1653,28,Female,84071,Doctorate,Married,2,Owned,High
1654,26,Female,16507,Bachelor's Degree,Single,0,Rented,Low
1655,28,Female,69546,Associate's Degree,Single,0,Rented,Average
1656,31,Male,77614,Bachelor's Degree,Single,0,Owned,High
1657,30,Male,31649,Associate's Degree,Single,0,Rented,Average
1658,36,Male,69448,Bachelor's Degree,Single,0,Rented,High
1659,45,Female,137085,Doctorate,Married,1,Owned,High
1660,28,Female,33111,High School Diploma,Single,0,Rented,Low
1661,49,Male,60440,Doctorate,Single,0,Owned,High
1662,29,Female,44429,Associate's Degree,Single,0,Rented,Average
1663,26,Female,29499,Associate's Degree,Single,0,Rented,High
1664,26,Female,39709,Associate's Degree,Single,0,Rented,High
1665,32,Male,74794,Associate's Degree,Single,0,Rented,Average
1666,29,Female,54411,Associate's Degree,Single,0,Rented,Average
1667,51,Female,97144,Master's Degree,Married,1,Owned,High
1668,35,Male,82587,Associate's Degree,Single,0,Rented,High
1669,30,Female,30809,Associate's Degree,Single,0,Rented,Low
1670,32,Female,31098,High School Diploma,Single,0,Rented,Average
1671,52,Female,152922,Master's Degree,Married,2,Owned,High
1672,34,Male,101658,Master's Degree,Single,0,Owned,Average
1673,27,Female,26059,High School Diploma,Single,0,Rented,Average
1674,25,Female,10916,High School Diploma,Single,0,Rented,High
1675,30,Male,51088,Associate's Degree,Single,0,Rented,Average
1676,51,Male,146986,Master's Degree,Married,2,Owned,High
1677,42,Female,68591,Doctorate,Married,1,Owned,High
1678,49,Female,121101,Doctorate,Married,1,Owned,High
1679,32,Female,94711,Doctorate,Married,2,Owned,High
1680,51,Male,136590,Master's Degree,Married,0,Owned,High
1681,25,Male,85858,Bachelor's Degree,Single,0,Owned,High
1682,49,Female,118776,Bachelor's Degree,Married,2,Owned,High
1683,50,Male,106429,Doctorate,Married,1,Owned,High
1684,48,Female,72362,Bachelor's Degree,Married,1,Owned,High
1685,38,Female,61873,Bachelor's Degree,Married,1,Owned,High
1686,29,Female,55499,Bachelor's Degree,Single,0,Rented,Low
1687,25,Male,42184,High School Diploma,Single,0,Rented,Low
1688,51,Female,117803,Bachelor's Degree,Married,1,Owned,High
1689,52,Female,83123,Bachelor's Degree,Married,1,Owned,High
1690,29,Female,52242,Bachelor's Degree,Single,0,Rented,Low
1691,37,Male,39737,High School Diploma,Single,0,Owned,High
1692,32,Male,84638,Bachelor's Degree,Single,0,Rented,High
1693,26,Female,47884,Bachelor's Degree,Single,0,Rented,Low
1694,33,Female,37096,Bachelor's Degree,Single,0,Rented,High
1695,30,Female,20346,High School Diploma,Single,0,Owned,Low
1696,50,Male,69121,Master's Degree,Married,0,Owned,High
1697,24,Female,31233,High School Diploma,Single,0,Rented,Low
1698,47,Female,69393,Doctorate,Married,1,Owned,High
1699,43,Male,95064,Doctorate,Married,1,Owned,High
1700,28,Male,26868,Associate's Degree,Single,0,Rented,Average
1701,52,Female,71084,Bachelor's Degree,Married,2,Owned,High
1702,26,Female,22251,High School Diploma,Single,0,Rented,Low
1703,24,Female,22049,Associate's Degree,Single,0,Rented,Low
1704,29,Female,67101,Associate's Degree,Single,0,Rented,Average
1705,28,Female,70363,High School Diploma,Single,0,Rented,Average
1706,31,Female,76232,High School Diploma,Single,0,Owned,Average
1707,28,Female,41179,Associate's Degree,Single,0,Rented,Low
1708,42,Male,58540,High School Diploma,Single,0,Owned,High
1709,29,Female,43533,Bachelor's Degree,Single,0,Rented,Average
1710,27,Female,34963,High School Diploma,Single,0,Rented,Average
1711,34,Male,70332,Doctorate,Single,0,Owned,High
1712,31,Female,28258,High School Diploma,Single,0,Rented,Low
1713,31,Female,49344,High School Diploma,Single,0,Rented,Low
1714,25,Female,22703,Associate's Degree,Single,0,Rented,Low
1715,43,Female,115022,Doctorate,Married,1,Owned,High
1716,41,Male,75714,Doctorate,Single,0,Owned,High
1717,33,Female,61455,High School Diploma,Married,0,Rented,Low
1718,48,Male,119964,Doctorate,Married,0,Owned,High
1719,32,Male,74158,Bachelor's Degree,Single,0,Rented,High
1720,31,Female,35830,High School Diploma,Single,0,Rented,High
1721,40,Male,100297,Master's Degree,Married,2,Owned,High
1722,31,Female,51215,Master's Degree,Single,0,Rented,Low
1723,48,Male,145551,Bachelor's Degree,Single,0,Owned,High
1724,32,Male,107680,Bachelor's Degree,Single,0,Owned,High
1725,47,Female,135839,Doctorate,Married,2,Owned,High
1726,44,Female,132291,Master's Degree,Married,1,Owned,High
1727,27,Female,35823,Associate's Degree,Single,0,Rented,Low
1728,32,Female,5582,Bachelor's Degree,Single,0,Rented,Low
1729,49,Female,110505,Bachelor's Degree,Married,1,Owned,High
1730,28,Male,60715,Associate's Degree,Single,0,Rented,Average
1731,29,Female,35059,High School Diploma,Single,0,Rented,Low
1732,28,Female,23523,High School Diploma,Single,0,Rented,Low
1733,45,Male,124358,Master's Degree,Married,1,Owned,High
1734,31,Female,24865,Associate's Degree,Single,0,Rented,Average
1735,30,Female,34973,High School Diploma,Single,0,Owned,Average
1736,54,Male,132394,Bachelor's Degree,Married,1,Owned,High
1737,28,Female,12875,High School Diploma,Single,0,Rented,Low
1738,35,Female,40111,High School Diploma,Single,0,Rented,High
1739,51,Female,90446,Doctorate,Married,0,Owned,High
1740,31,Male,95067,Bachelor's Degree,Single,0,Rented,Average
1741,36,Male,88576,Associate's Degree,Single,0,Owned,Average
1742,53,Female,60023,Doctorate,Married,2,Owned,High
1743,43,Female,51754,Bachelor's Degree,Married,1,Owned,High
1744,27,Male,76893,High School Diploma,Single,0,Rented,High
1745,52,Female,115729,Doctorate,Married,2,Owned,High
1746,54,Male,111575,Master's Degree,Married,3,Owned,High
1747,49,Female,64151,Doctorate,Married,1,Owned,High
1748,47,Female,64656,Doctorate,Married,1,Owned,High
1749,28,Female,34966,High School Diploma,Single,0,Rented,Low
1750,46,Male,136382,Bachelor's Degree,Married,0,Owned,High
1751,30,Female,65798,Bachelor's Degree,Married,2,Owned,High
1752,35,Female,22135,Associate's Degree,Single,0,Rented,Low
1753,27,Female,25818,High School Diploma,Single,0,Rented,Low
1754,30,Female,52134,High School Diploma,Single,0,Owned,High
1755,46,Female,145278,Doctorate,Married,2,Owned,High
1756,27,Female,61040,High School Diploma,Single,0,Rented,Low
1757,30,Male,62804,Associate's Degree,Single,0,Owned,High
1758,32,Male,105056,Bachelor's Degree,Married,0,Owned,High
1759,45,Male,62928,Master's Degree,Single,0,Owned,High
1760,35,Male,132198,Doctorate,Married,1,Owned,High
1761,46,Female,68624,High School Diploma,Married,1,Owned,High
1762,32,Male,40833,High School Diploma,Single,0,Rented,Average
1763,37,Male,78923,Doctorate,Single,0,Owned,High
1764,32,Female,49739,High School Diploma,Single,0,Rented,Low
1765,40,Female,83451,Doctorate,Married,1,Owned,High
1766,28,Female,58889,Bachelor's Degree,Single,0,Rented,Low
1767,48,Male,110911,Bachelor's Degree,Married,1,Owned,High
1768,29,Female,51051,Bachelor's Degree,Single,0,Owned,Average
1769,45,Male,94339,Doctorate,Married,0,Owned,High
1770,54,Male,95518,Doctorate,Married,0,Owned,High
1771,34,Female,29728,High School Diploma,Single,0,Rented,Low
1772,51,Male,108692,Bachelor's Degree,Married,0,Owned,High
1773,29,Female,60211,Associate's Degree,Single,0,Rented,Low
1774,29,Female,37460,High School Diploma,Single,0,Rented,Low
1775,35,Female,84057,High School Diploma,Single,0,Rented,High
1776,52,Male,145140,Master's Degree,Married,1,Owned,High
1777,49,Female,92153,Doctorate,Married,2,Owned,High
1778,26,Female,26718,High School Diploma,Single,0,Rented,Low
1779,35,Male,36269,High School Diploma,Single,0,Rented,High
1780,44,Female,77653,Master's Degree,Married,2,Owned,High
1781,45,Male,96682,Bachelor's Degree,Married,0,Owned,High
1782,33,Female,29567,High School Diploma,Single,0,Rented,High
1783,25,Female,29932,Associate's Degree,Single,0,Rented,Low
1784,35,Male,47901,Master's Degree,Married,0,Owned,High
1785,30,Male,102737,Bachelor's Degree,Single,0,Owned,Average
1786,27,Female,31943,High School Diploma,Single,0,Owned,Low
1787,44,Female,87696,Master's Degree,Married,2,Owned,High
1788,33,Male,74127,Doctorate,Married,0,Owned,High
1789,31,Female,5407,High School Diploma,Single,0,Rented,Low
1790,39,Male,110388,Doctorate,Married,1,Owned,High
1791,51,Male,120314,Master's Degree,Married,1,Owned,High
1792,28,Female,43024,Associate's Degree,Single,0,Rented,Average
1793,51,Male,117727,Doctorate,Married,1,Owned,High
1794,52,Male,118626,Master's Degree,Married,1,Owned,High
1795,31,Female,46472,Bachelor's Degree,Single,0,Rented,Average
1796,28,Female,30896,Associate's Degree,Single,0,Rented,Low
1797,43,Female,144777,Doctorate,Married,1,Owned,High
1798,44,Male,136750,Doctorate,Married,1,Owned,High
1799,53,Male,138962,Doctorate,Married,2,Owned,High
1800,33,Male,119735,Doctorate,Married,2,Owned,High
1801,32,Female,12372,High School Diploma,Single,0,Rented,Low
1802,47,Female,100021,Master's Degree,Married,1,Owned,High
1803,49,Male,126292,Bachelor's Degree,Single,1,Owned,High
1804,24,Female,11038,High School Diploma,Single,0,Rented,Low
1805,35,Male,65224,High School Diploma,Single,0,Rented,Low
1806,32,Male,68820,High School Diploma,Single,0,Owned,Low
1807,46,Male,125191,Master's Degree,Married,2,Owned,High
1808,48,Male,105205,Master's Degree,Married,3,Owned,High
1809,42,Female,89108,Doctorate,Married,1,Owned,High
1810,49,Female,117029,High School Diploma,Married,2,Owned,High
1811,31,Female,23611,High School Diploma,Single,0,Rented,Average
1812,46,Male,121576,Master's Degree,Married,1,Owned,High
1813,52,Female,101616,Doctorate,Married,1,Owned,High
1814,30,Female,19357,High School Diploma,Single,0,Rented,Low
1815,29,Male,27084,Associate's Degree,Single,0,Rented,Average
1816,47,Female,116834,Doctorate,Married,1,Owned,High
1817,30,Male,63586,Bachelor's Degree,Single,0,Rented,Average
1818,32,Female,28935,High School Diploma,Married,0,Owned,High
1819,36,Male,74745,Doctorate,Married,0,Owned,High
1820,24,Female,16455,Associate's Degree,Single,0,Rented,Low
1821,32,Female,27063,Associate's Degree,Single,0,Rented,Average
1822,48,Female,72885,Bachelor's Degree,Married,1,Owned,High
1823,48,Male,140708,Master's Degree,Married,2,Owned,High
1824,50,Male,83725,Associate's Degree,Single,2,Owned,High
1825,39,Female,81327,Bachelor's Degree,Married,1,Owned,High
1826,26,Female,25341,Associate's Degree,Single,0,Rented,Average
1827,33,Male,60234,Associate's Degree,Single,0,Rented,Low
1828,45,Male,104571,Doctorate,Married,0,Owned,High
1829,28,Female,42569,High School Diploma,Single,0,Rented,High
1830,23,Female,38309,Bachelor's Degree,Single,0,Rented,Low
1831,49,Female,108176,Doctorate,Married,1,Owned,High
1832,25,Female,44007,Associate's Degree,Single,0,Rented,Average
1833,39,Male,94493,Bachelor's Degree,Single,0,Rented,High
1834,29,Female,65822,High School Diploma,Single,0,Rented,Average
1835,32,Female,59572,High School Diploma,Single,0,Rented,High
1836,44,Male,109601,Master's Degree,Married,1,Owned,High
1837,34,Male,47681,Associate's Degree,Single,0,Rented,Low
1838,28,Female,53188,High School Diploma,Single,0,Rented,Average
1839,26,Female,21006,High School Diploma,Single,0,Rented,Low
1840,27,Male,37077,High School Diploma,Single,0,Rented,Low
1841,45,Male,151423,Master's Degree,Married,2,Owned,High
1842,28,Male,38027,Associate's Degree,Single,0,Rented,Average
1843,43,Male,127079,Master's Degree,Married,2,Owned,High
1844,23,Female,35706,Bachelor's Degree,Single,0,Rented,Low
1845,26,Female,-103,Associate's Degree,Single,0,Rented,Low
1846,29,Female,53325,High School Diploma,Single,0,Rented,Low
1847,43,Male,75667,Master's Degree,Married,2,Owned,High
1848,49,Female,58959,Bachelor's Degree,Married,1,Owned,High
1849,33,Female,66948,Doctorate,Married,0,Owned,High
1850,33,Female,28457,Associate's Degree,Single,0,Rented,Average
1851,25,Male,79681,Associate's Degree,Single,0,Owned,High
1852,27,Female,30598,High School Diploma,Single,0,Rented,Low
1853,35,Female,89260,Doctorate,Married,2,Owned,High
1854,30,Female,77644,High School Diploma,Single,0,Owned,High
1855,45,Female,102757,Doctorate,Married,1,Owned,High
1856,49,Female,72866,Doctorate,Married,3,Owned,High
1857,50,Female,100059,Doctorate,Single,0,Owned,High
1858,29,Female,41556,High School Diploma,Single,0,Rented,Average
1859,26,Female,68848,High School Diploma,Single,0,Rented,High
1860,35,Female,130015,Doctorate,Married,0,Owned,High
1861,32,Male,55110,Associate's Degree,Single,0,Rented,Average
1862,30,Male,96132,Master's Degree,Single,0,Rented,Average
1863,31,Female,81470,Doctorate,Married,1,Owned,High
1864,32,Female,35502,Associate's Degree,Single,0,Rented,Average
1865,30,Male,83594,Bachelor's Degree,Single,0,Owned,Average
1866,28,Female,43176,High School Diploma,Single,0,Rented,High
1867,26,Female,19197,Associate's Degree,Single,0,Rented,Low
1868,28,Female,45728,High School Diploma,Single,0,Rented,Average
1869,26,Female,33901,Bachelor's Degree,Single,0,Rented,Average
1870,53,Female,63383,Bachelor's Degree,Married,1,Owned,High
1871,50,Male,79240,Master's Degree,Single,0,Owned,High
1872,24,Male,45555,Bachelor's Degree,Single,0,Rented,Average
1873,42,Female,40571,Bachelor's Degree,Married,1,Owned,High
1874,28,Female,106283,Doctorate,Married,0,Owned,High
1875,26,Female,32042,High School Diploma,Single,0,Rented,Low
1876,26,Female,36401,Associate's Degree,Single,0,Rented,Average
1877,28,Female,9415,High School Diploma,Married,0,Rented,Low
1878,45,Male,124588,Master's Degree,Married,0,Owned,High
1879,33,Male,56223,Doctorate,Married,1,Owned,High
1880,53,Male,83254,Bachelor's Degree,Married,0,Owned,High
1881,50,Female,89697,Doctorate,Married,1,Owned,High
1882,42,Female,87405,Doctorate,Married,1,Owned,High
1883,29,Female,47128,Associate's Degree,Single,0,Rented,Average
1884,49,Female,97206,Master's Degree,Married,2,Owned,High
